Ward,Division,Address,latitude,longitude,Name,Building Accessibility,Parking Accessibility
22.0,4.0,400 W ELLET ST,40.0504993694413,-75.1948695697242,GERMANTOWN JEWISH CENTER,R,N
22.0,5.0,400 W ELLET ST,40.0504993694413,-75.1948695697242,GERMANTOWN JEWISH CENTER,R,N
22.0,6.0,6950 GERMANTOWN AVE,40.0552679443901,-75.188750333363,GERMANTOWN HOME,M,H
22.0,7.0,6753 GERMANTOWN AVE,40.0533563465078,-75.1859099362035,JESUS IS THE WAY CHURCH,M,N
22.0,8.0,220 W UPSAL ST,40.0439279187628,-75.1866271099145,BLAIR CHRISTIAN ACADEMY,M,L
22.0,9.0,6671 GERMANTOWN AVE,40.0521934251439,-75.184377911758,ST MICHAELS LUTHERAN CHURCH,B,L
22.0,10.0,220 W UPSAL ST,40.0439279187628,-75.1866271099145,BLAIR CHRISTIAN ACADEMY,M,L
22.0,11.0,GERMANTOWN AVE & CARPENTER,40.0548235521915,-75.1869618874118,LA   FIRE ENGINE CO # 9,M,N
22.0,12.0,GERMANTOWN AVE & CARPENTER,40.0548235521915,-75.1869618874118,LA   FIRE ENGINE CO # 9,M,N
22.0,13.0,6671 GERMANTOWN AVE,40.0521934251439,-75.184377911758,ST MICHAELS LUTHERAN CHURCH,B,L
22.0,14.0,6445 GERMANTOWN AVE,40.0478208662457,-75.1826350493322,CARING HEART NURSING HOME,M,N
22.0,15.0,6415 MUSGRAVE ST,40.0517497371424,-75.1771866995608,CLIVEDEN HOUSE,B,N
22.0,16.0,6945 GERMANTOWN AVE,40.0565156986286,-75.1874380798025,LOVETT LIBRARY,F,L
22.0,17.0,6945 GERMANTOWN AVE,40.0565156986286,-75.1874380798025,LOVETT LIBRARY,F,L
22.0,18.0,GERMANTOWN & SEDGWICK ST,40.0568994918289,-75.1880776999546,MT AIRY RECREATION CENTER,M,N
22.0,19.0,GERMANTOWN & SEDGWICK ST,40.0568994918289,-75.1880776999546,MT AIRY RECREATION CENTER,M,N
22.0,20.0,CHEW & UPSAL STS,40.0535612064505,-75.1779841122474,EMLEN SCHOOL,R,L
22.0,21.0,CHEW & UPSAL STS,40.0535612064505,-75.1779841122474,EMLEN SCHOOL,M,L
22.0,22.0,CHEW & UPSAL STS,40.0535612064505,-75.1779841122474,EMLEN SCHOOL,R,L
22.0,23.0,610 E MT PLEASANT AVE,40.0666952410347,-75.1795293969418,GERMANTOWN CHRISTIAN ASSEMBLY,B,L
22.0,24.0,610 E MT PLEASANT AVE,40.0666952410347,-75.1795293969418,GERMANTOWN CHRISTIAN ASSEMBLY,B,L
22.0,25.0,BLAKEMORE & VERNON RDS,40.0597050346769,-75.1782488114873,STENTON TRAIN STATION,R,L
22.0,26.0,6611 ARDLEIGH ST,40.0593319495519,-75.1750906867402,KHETHRA CHARTER SCHOOL,R,L
22.0,27.0,CRITTENDEN & JOHNSON STS,40.059129893652,-75.1684991294834,A B DAY SCHOOL,M,L
22.0,28.0,CRITTENDEN & JOHNSON STS,40.059129893652,-75.1684991294834,A B DAY SCHOOL,M,L
22.0,29.0,CRITTENDEN & JOHNSON STS,40.059129893652,-75.1684991294834,A B DAY SCHOOL,M,L
23.0,1.0,4290 PENN ST,40.0119519703075,-75.0908234041223,SANKOFA ACADEMY CHARTER SCHOOL,R,N
23.0,2.0,4290 PENN ST,40.0119519703075,-75.0908234041223,SANKOFA ACADEMY CHARTER SCHOOL,R,N
23.0,3.0,4290 PENN ST,40.0119519703075,-75.0908234041223,SANKOFA ACADEMY CHARTER SCHOOL,R,N
23.0,4.0,ARROTT & LARGE STS,40.021028165919,-75.0914938445051,SIMPSON RECREATION CENTER,M,L
23.0,5.0,4634 FRANKFORD AVE,40.0157249386636,-75.0851142563199,FRANKFORD BRANCH LIBRARY,M,N
23.0,6.0,4634 FRANKFORD AVE,40.0157249386636,-75.0851142563199,FRANKFORD BRANCH LIBRARY,M,N
23.0,7.0,4634 FRANKFORD AVE,40.0157249386636,-75.0851142563199,FRANKFORD BRANCH LIBRARY,M,N
23.0,8.0,ARROTT & LARGE STS,40.021028165919,-75.0914938445051,SIMPSON RECREATION CENTER,M,L
23.0,9.0,OXFORD & WAKELING STS,40.0224183772271,-75.0844268810319,FRANKFORD HIGH SCHOOL,M,L
23.0,10.0,CASTOR & PRATT STS,40.028203350486,-75.0882101151851,ST JAMES LUTHERAN CHURCH,M,N
23.0,11.0,4800 WHITAKER AVE,40.0217715302831,-75.1126578834113,VAIRD-FELTONVILLE YOUTH CLUB,F,L
23.0,12.0,4800 WHITAKER AVE,40.0217715302831,-75.1126578834113,VAIRD-FELTONVILLE YOUTH CLUB,F,L
23.0,13.0,LARGE & DYRE STS,40.0256963806176,-75.087224303161,STRING THEORY EDMUNDS SCHOOL,B,N
23.0,14.0,2369 ORTHODOX ST,40.0055653562484,-75.0775204524769,AMERICAN LEGION POST 396,B,N
23.0,15.0,TULIP & WAKELING ST,40.0113963516128,-75.0728673089478,CARMELLA RECREATION CENTER,R,N
23.0,16.0,1655 UNITY ST,40.0118825533962,-75.0858151234901,STEARNE SCHOOL,R,N
23.0,17.0,2006 ORTHODOX ST,40.0110597951812,-75.0803078683504,AMERICAN LEGION POST,N,N
23.0,18.0,1824-26 FOULKROD ST,40.0150749026615,-75.0779425814516,WHITEHALL RES COUNCIL OFFICE,M,N
23.0,19.0,DITMAN & WAKELING ST,40.0137180409867,-75.0737485666265,GAMBRELL RECREATION CENTER,M,N
23.0,20.0,4837 FRANKFORD AVE,40.0186805906162,-75.0815905346708,PATHWAYS CHURCH,M,N
23.0,21.0,DARRAH & FOULKROD STS,40.0171930344197,-75.0813271825667,FIREHOUSE,M,N
23.0,22.0,1655 UNITY ST,40.0118825533962,-75.0858151234901,STEARNE SCHOOL,R,N
23.0,23.0,1655 UNITY ST,40.0118825533962,-75.0858151234901,STEARNE SCHOOL,R,N
24.0,1.0,36TH & POWELTON AVE,39.9598822652883,-75.1937892530923,POWELL SCHOOL,R,N
24.0,2.0,34TH & HAVERFORD AVE,39.9640519921805,-75.1916042353247,DURHAM LIBRARY,F,N
24.0,3.0,34TH & HAVERFORD AVE,39.9640519921805,-75.1916042353247,DURHAM LIBRARY,F,N
24.0,4.0,36TH & FAIRMOUNT AVE,39.9660184279543,-75.1949330422339,MC MICHAEL SCHOOL,M,N
24.0,5.0,36TH & POWELTON AVE,39.9598822652883,-75.1937892530923,POWELL SCHOOL,R,L
24.0,6.0,3901 MARKET ST,39.9574067874341,-75.2006937544426,UNIVERSITY SQUARE,F,L
24.0,7.0,631 N 39TH ST,39.9641063983511,-75.1994002027751,MANTUA HAVERFORD COMM CTR,R,L
24.0,8.0,325 N 39TH ST,39.9599357781317,-75.2001848811498,ROWAN HOUSE,F,L
24.0,9.0,4015-17 POPLAR ST,39.9728629007963,-75.2046575823753,HEAVENLY HALL,M,L
24.0,10.0,25 N 33RD ST,39.9565025379509,-75.1892845000457,THE ARMORY AT DREXEL,F,L
24.0,11.0,34TH & HAVERFORD AVE,39.9640519921805,-75.1916042353247,DURHAM BRANCH LIBRARY,F,N
24.0,12.0,631 N 39TH ST,39.9641063983511,-75.1994002027751,MANTUA HAVERFORD COMM CTR,R,L
24.0,13.0,36TH & FAIRMOUNT AVE,39.9660184279543,-75.1949330422339,MC MICHAEL SCHOOL,M,N
24.0,14.0,4015-17 POPLAR ST,39.9728629007963,-75.2046575823753,HEAVENLY HALL,M,L
24.0,15.0,41ST & BROWN STS,39.9671679399764,-75.2056320419207,BELMONT ACADEMY CHARTER SCHOOL,M,N
24.0,16.0,41ST & BROWN STS,39.9671679399764,-75.2056320419207,BELMONT ACADEMY CHARTER SCHOOL,M,N
24.0,17.0,631 N 39TH ST,39.9641063983511,-75.1994002027751,MANTUA HAVERFORD COMM CTR,R,L
24.0,18.0,25 N 33RD ST,39.9565025379509,-75.1892845000457,THE ARMORY AT DREXEL,F,L
24.0,19.0,25 N 33RD ST,39.9565025379509,-75.1892845000457,THE ARMORY AT DREXEL,F,L
25.0,1.0,3068 BELGRADE ST,39.9850140627614,-75.1072836218632,PORT RICHMOND SENIOR CENTER,R,N
25.0,2.0,MEMPHIS & ANN STS,39.9862970257602,-75.1118889197522,MEMPHIS ST ACADEMY CHARTER,A,N
25.0,3.0,3068 BELGRADE ST,39.9850140627614,-75.1072836218632,PORT RICHMOND SENIOR CENTER,R,N
25.0,4.0,INDIANA & ALMOND STS,39.9831768350656,-75.1082490471219,RICHMOND LIBRARY,M,N
25.0,5.0,INDIANA & ALMOND STS,39.9831768350656,-75.1082490471219,RICHMOND LIBRARY,M,N
25.0,6.0,3068 BELGRADE ST,39.9850140627614,-75.1072836218632,PORT RICHMOND SENIOR CENTER,R,N
25.0,7.0,2649 E SOMERSET ST		 GARAG,,,E 		        M N,,
25.0,8.0,3068 BELGRADE ST,39.9850140627614,-75.1072836218632,PORT RICHMOND SENIOR CENTER,R,N
25.0,9.0,3116 FRANKFORD AVE,39.9923889708138,-75.1119811391952,MASTBAUM HIGH SCHOOL,M,N
25.0,10.0,2649 E SOMERSET ST,39.9795041812435,-75.1117890375124,GARAGE,M,N
25.0,11.0,CEDAR & CAMBRIA STS,39.9843661867488,-75.112964442632,COHOCKSINK RECREATION CENTER,F,L
25.0,12.0,CEDAR & CAMBRIA STS,39.9843661867488,-75.112964442632,COHOCKSINK RECREATION CENTER,F,L
25.0,13.0,MEMPHIS & ANN STS,39.9862970257602,-75.1118889197522,MEMPHIS ST ACADEMY CHARTER,A,N
25.0,14.0,2646 KENSINGTON AVE,39.9897222148672,-75.1261165227778,CARDINAL BEVILACQUA CENTER,F,N
25.0,15.0,ELKHART & HELEN STS,39.992867541839,-75.115286035509,WILLARD SCHOOL,M,N
25.0,16.0,2271-75 E WILLIAM ST,39.9859257228614,-75.1148027729617,FUNERAL HOME,N,N
25.0,17.0,MEMPHIS & ANN STS,39.9862970257602,-75.1118889197522,MEMPHIS ST ACADEMY CHARTER,A,N
25.0,18.0,3116 FRANKFORD AVE,39.9923889708138,-75.1119811391952,MASTBAUM HIGH SCHOOL,M,N
25.0,19.0,ELKHART & HELEN STS,39.992867541839,-75.115286035509,WILLARD SCHOOL,M,N
25.0,20.0,ELKHART & HELEN STS,39.992867541839,-75.115286035509,WILLARD SCHOOL,M,N
25.0,21.0,3116 FRANKFORD AVE,39.9923889708138,-75.1119811391952,MASTBAUM HIGH SCHOOL,M,N
25.0,22.0,CEDAR & CAMBRIA STS,39.9843661867488,-75.112964442632,COHOCKSINK RECREATION CENTER,F,L
25.0,23.0,MEMPHIS & ANN STS,39.9862970257602,-75.1118889197522,MEMPHIS ST ACADEMY CHARTER,A,N
25.0,24.0,MEMPHIS & ANN STS,39.9862970257602,-75.1118889197522,MEMPHIS ST ACADEMY CHARTER,A,N
26.0,1.0,3301 S 20TH ST,39.9096146276066,-75.1821658984398,CALVARY TEMPLE ACADEMY,M,L
26.0,2.0,3301 S 20TH ST,39.9096146276066,-75.1821658984398,CALVARY TEMPLE ACADEMY,M,L
26.0,3.0,3301 S 20TH ST,39.9096146276066,-75.1821658984398,CALVARY TEMPLE ACADEMY,M,L
26.0,4.0,BROAD & OREGON AVE,39.9168860057441,-75.1713957479654,MARCONI PLAZA BOCCE COURTS,M,N
26.0,5.0,18TH & JOHNSTON STS,39.9163175050711,-75.1780080529173,BARRY RECREATION CENTER,R,N
26.0,6.0,18TH & JOHNSTON STS,39.9163175050711,-75.1780080529173,BARRY RECREATION CENTER,R,N
26.0,7.0,2437 S BROAD ST,39.9198315518826,-75.1703308842373,FUMO FAMILY BRANCH LIBRARY,M,N
26.0,8.0,2500 S 16TH ST,39.9192355083308,-75.1744801341636,ST MONICAS BOWLING LANES,R,N
26.0,9.0,18TH & JOHNSTON STS,39.9163175050711,-75.1780080529173,BARRY RECREATION CENTER,R,N
26.0,10.0,16TH & JACKSON STS,39.9235578183423,-75.1732275226112,GUERIN REC CTR-BOCCE BUILDING,M,N
26.0,11.0,16TH & JACKSON STS,39.9235578183423,-75.1732275226112,GUERIN REC CTR-BOCCE BUILDING,M,N
26.0,12.0,16TH & JACKSON STS,39.9235578183423,-75.1732275226112,GUERIN RECREATION CENTER,M,N
26.0,13.0,22ND & RITNER STS,39.9223300192332,-75.1835602996198,G.A.M.P. SCHOOL,A,N
26.0,14.0,22ND & RITNER STS,39.9223300192332,-75.1835602996198,G.A.M.P. SCHOOL,A,N
26.0,15.0,22ND & RITNER STS,39.9223300192332,-75.1835602996198,G.A.M.P. SCHOOL,A,N
26.0,16.0,16TH & JACKSON STS,39.9235578183423,-75.1732275226112,GUERIN RECREATION CENTER,M,N
26.0,17.0,16TH & JACKSON STS,39.9235578183423,-75.1732275226112,GUERIN RECREATION CENTER,M,N
26.0,18.0,22ND & RITNER STS,39.9223300192332,-75.1835602996198,G.A.M.P. SCHOOL,A,N
26.0,19.0,16TH & JACKSON STS,39.9235578183423,-75.1732275226112,GUERIN RECREATION CENTER,M,N
26.0,20.0,3301 S 20TH ST,39.9096146276066,-75.1821658984398,CALVARY TEMPLE ACADEMY,M,L
26.0,21.0,2437 S BROAD ST,39.9198315518826,-75.1703308842373,FUMO FAMILY BRANCH LIBRARY,M,N
26.0,22.0,16TH & JACKSON STS,39.9235578183423,-75.1732275226112,GUERIN REC CTR-BOCCE BUILDING,M,N
26.0,23.0,3301 S 20TH ST,39.9096146276066,-75.1821658984398,CALVARY TEMPLE ACADEMY,M,L
26.0,24.0,3301 S 20TH ST,39.9096146276066,-75.1821658984398,CALVARY TEMPLE ACADEMY,M,L
27.0,1.0,4247 LOCUST ST,39.9539933127245,-75.2084975668432,FAIRFAX APARTMENTS,R,N
27.0,2.0,4400 BALTIMORE AVE,39.9488877980109,-75.2114645665793,H M S SCHOOL,F,H
27.0,3.0,3609 CHESTNUT ST,39.9551087956938,-75.1949204704608,PENN CARE & REHABILITATION CTR,M,L
27.0,4.0,51ST ST & GREENWAY AVE,39.9401588610249,-75.2163748522121,COMEGYS SCHOOL,M,L
27.0,5.0,3914 LOCUST WALK,39.9526887232539,-75.2009421408042,CIVIC HOUSE/UNIV OF PENNA,F,N
27.0,6.0,42ND & LUDLOW STS,39.9568843408621,-75.2061952594468,ROBESON HIGH SCHOOL,M,N
27.0,7.0,600 S 43RD ST,39.9475714521455,-75.2093157883438,ROSENBERGER HALL/ROOM 100,F,N
27.0,8.0,3948 WALNUT ST,39.9526887232539,-75.2009421408042,WALNUT ST WEST LIBRARY,M,N
27.0,9.0,3948 WALNUT ST/201 S 40TH,39.9539513827349,-75.2014062486485,ST    WALNUT ST WEST LIBRARY,M,N
27.0,10.0,257 S 45TH ST,39.9533590130218,-75.211850620634,SPRUCE HILL COMM ASSOC,M,L
27.0,11.0,3609 CHESTNUT ST,39.9551087956938,-75.1949204704608,PENN CARE & REHABILITATION CTR,M,L
27.0,12.0,51ST ST & GREENWAY AVE,39.9401588610249,-75.2163748522121,COMEGYS SCHOOL,M,L
27.0,13.0,42ND & LUDLOW STS,39.9568843408621,-75.2061952594468,ROBESON HIGH SCHOOL,M,N
27.0,14.0,257 S 45TH ST,39.9533590130218,-75.211850620634,SPRUCE HILL COMM ASSOC,M,L
27.0,15.0,48TH & WOODLAND AVE,39.9420487774918,-75.2117131607772,48TH & WOODLAND REC CTR,M,L
27.0,16.0,48TH & WOODLAND AVE,39.9420487774918,-75.2117131607772,48TH & WOODLAND REC CENTER,M,L
27.0,17.0,1450 S 50TH ST,39.9391682756225,-75.2144213138117,REBA BROWN SR APTS,F,H
27.0,18.0,3733 SPRUCE ST,39.9515123772347,-75.1979353518182,VANCE HALL,F,N
27.0,19.0,3333 WALNUT ST,39.9534532935874,-75.1910003500784,HILL HOUSE,M,N
27.0,20.0,3910 IRVING ST,39.9526887232539,-75.2009421408042,HARRISON COLLEGE HOUSE,F,N
27.0,21.0,3820 LOCUST WALK,39.9524482255153,-75.2035917591627,UNIV OF PA HARNWELL HOUSE,F,N
27.0,22.0,3417 SPRUCE ST,39.9514854330797,-75.1937649862137,HOUSTON HALL  READING ROOM,F,N
27.0,23.0,4247 LOCUST ST,39.9539933127245,-75.2084975668432,FAIRFAX APARTMENTS,R,N
28.0,1.0,22ND & HUNTINGDON STS,39.9940265341728,-75.1679261373111,CECIL B MOORE RECREATION CTR,M,L
28.0,2.0,28TH & DAUPHIN STS,39.9907580610362,-75.1782815010487,WRIGHT SCHOOL,F,L
28.0,3.0,28TH & DAUPHIN STS,39.9907580610362,-75.1782815010487,WRIGHT SCHOOL,F,L
28.0,4.0,32ND & RIDGE AVE,39.9905952022719,-75.1849277204065,STRAWBERRY MANSION SCHOOL,F,L
28.0,5.0,32ND & RIDGE AVE,39.9905952022719,-75.1849277204065,STRAWBERRY MANSION SCHOOL,F,L
28.0,6.0,28TH & DAUPHIN STS,39.9907580610362,-75.1782815010487,WRIGHT SCHOOL,F,L
28.0,7.0,26TH & YORK STS,39.9918753616219,-75.1749515486924,FIRE ENGINE CO # 45,M,N
28.0,8.0,2450 W SERGEANT ST,39.9939289102564,-75.1726326161552,NEW LIFE BAPTIST CHURCH,M,N
28.0,9.0,32ND & LEHIGH AVE,,,ETHEL ALLEN SCHOOL,M,L
28.0,10.0,32ND & LEHIGH AVE,,,ETHEL ALLEN SCHOOL,M,L
28.0,11.0,32ND & LEHIGH AVE,,,ETHEL ALLEN SCHOOL,M,L
28.0,12.0,32ND & LEHIGH AVE,,,ETHEL ALLEN SCHOOL,M,L
28.0,13.0,2808 W LEHIGH AVE,39.9966736543668,-75.1773382046668,WIDENER BRANCH LIBRARY,F,L
28.0,14.0,2808 W LEHIGH AVE,39.9966736543668,-75.1773382046668,WIDENER BRANCH LIBRARY,F,L
28.0,15.0,2808 W LEHIGH AVE,39.9966736543668,-75.1773382046668,WIDENER BRANCH LIBRARY,F,L
28.0,16.0,2808 W LEHIGH AVE,39.9966736543668,-75.1773382046668,WIDENER BRANCH LIBRARY,F,L
28.0,17.0,2832 N 28TH ST,39.9995215265787,-75.1766018262956,MEDIATOR LUTHERAN CHURCH,F,N
28.0,18.0,22ND & HUNTINGDON STS,39.9940265341728,-75.1679261373111,CECIL B MOORE RECREATION CTR,M,L
29.0,1.0,1999 RIDGE AVE,39.9753214661312,-75.1676879846872,MOORE MANOR SR HOME,F,L
29.0,2.0,1450 N 21ST ST,39.9770534728988,-75.1699866279056,SHARSWOOD COMM CENTER,F,L
29.0,3.0,2808 W THOMPSON ST,39.9759148935008,-75.1818939991927,CELESTIAL TABERNACLE MINISTRY,M,N
29.0,4.0,2340 BOLTON WAY,39.9784246040997,-75.1732142635634,BLUMBERG SENIOR HOUSING,F,L
29.0,5.0,2320 CECIL B MOORE AVE,39.9804817309215,-75.1733071255831,CECIL B MOORE LIBRARY,F,L
29.0,6.0,2301-09 W OXFORD ST,39.9794334426762,-75.1729756333591,HAVEN PENIEL U M CHURCH,N,N
29.0,7.0,2340 BOLTON WAY,39.9784246040997,-75.1732142635634,BLUMBERG SENIOR HOUSING,F,L
29.0,8.0,2340 BOLTON WAY,39.9784246040997,-75.1732142635634,BLUMBERG SENIOR HOUSING,F,L
29.0,9.0,26TH & JEFFERSON STS,39.9783559972303,-75.1778888832272,BOONE SCHOOL,R,N
29.0,10.0,3000 W MASTER ST,39.9772507544021,-75.1853846303299,BREWERYTOWN CDC OFFICE,F,N
29.0,11.0,26TH & THOMPSON STS,39.9757038691629,-75.1784647614744,MORRIS SCHOOL,F,L
29.0,12.0,2632 W THOMPSON ST,39.9757709963956,-75.1798826028736,COLLEGEVIEW HOMES (PHA),F,L
29.0,13.0,26TH & THOMPSON STS,39.9757038691629,-75.1784647614744,MORRIS SCHOOL,F,L
29.0,14.0,26TH & JEFFERSON STS,39.9783559972303,-75.1778888832272,BOONE SCHOOL,R,N
29.0,15.0,28TH & OXFORD STS,39.98016841183,-75.1805923204452,W D KELLEY SCHOOL,M,L
29.0,16.0,28TH & OXFORD STS,39.98016841183,-75.1805923204452,W D KELLEY SCHOOL,M,L
29.0,17.0,3000 W MASTER ST,39.9772507544021,-75.1853846303299,BREWERYTOWN CDC OFFICE,F,N
29.0,18.0,28TH & THOMPSON STS,39.9761025097727,-75.1814746202124,FIRE ENGINE CO # 34,F,N
30.0,1.0,1525 FITZWATER ST,39.9423972335773,-75.1685930079532,GIDEON HALL@SCOTTISH RITE HSE,M,L
30.0,2.0,742 S 16TH ST,39.9419839034133,-75.1695078101003,UNITED HOUSE OF PRAYER,M,N
30.0,3.0,BROAD & LOMBARD STS,39.9446656016273,-75.1653414017718,DISTRICT 01 HEALTH CENTER,F,N
30.0,4.0,1427 CATHARINE ST,39.9411960628107,-75.1670830644887,UNIVERSAL CHARTER SCHOOL,F,N
30.0,5.0,1724 CHRISTIAN ST,39.9405021003712,-75.1721257447249,Y M C A,F,N
30.0,6.0,17TH & FITZWATER STS,39.9424164461875,-75.1707381937081,ANDERSON RECREATION CENTER,F,N
30.0,7.0,1800 LOMBARD ST,39.9450441297951,-75.1725992509694,PENN MEDICINE,F,H
30.0,8.0,2501 LOMBARD ST,39.9469705713406,-75.1820851603408,THE PHILADELPHIA SCHOOL,M,N
30.0,9.0,20TH & CATHARINE STS,39.9419903092843,-75.1756797973264,ARTHUR SCHOOL,M,L
30.0,10.0,1724 CHRISTIAN ST,39.9405021003712,-75.1721257447249,Y M C A,F,N
30.0,11.0,20TH & CATHARINE STS,39.9419903092843,-75.1756797973264,ARTHUR SCHOOL,M,L
30.0,12.0,2309 CARPENTER ST,39.9411171254802,-75.1816677074727,ST ANTHONYS SENIOR RESIDENCE,M,L
30.0,13.0,2309 CARPENTER ST,39.9411171254802,-75.1816677074727,ST ANTHONYS SENIOR RESIDENCES,M,L
30.0,14.0,20TH & CATHARINE STS,39.9419903092843,-75.1756797973264,ARTHUR SCHOOL,M,L
30.0,15.0,20TH & CATHARINE STS,39.9419903092843,-75.1756797973264,ARTHUR SCHOOL,M,L
30.0,16.0,2501 LOMBARD ST,39.9469705713406,-75.1820851603408,THE PHILADELPHIA SCHOOL,M,N
30.0,17.0,2309 CARPENTER ST,39.9411171254802,-75.1816677074727,ST ANTHONYS SENIOR RESIDENCE,M,L
31.0,1.0,2446-48 CORAL ST,39.9841641662983,-75.128783938132,ARTS HOUSE APTS,F,L
31.0,2.0,2646 KENSINGTON AVE,39.9897222148672,-75.1261165227778,CARDINAL BEVILACQUA CENTER,F,N
31.0,3.0,YORK & TRENTON STS,39.9813843406808,-75.1275805959364,HACKETT SCHOOL,M,N
31.0,4.0,2212-18 E SUSQUEHANNA AVE,39.9787244502621,-75.1290581306845,BETHEL BAPTIST CHURCH,F,N
31.0,5.0,2230 TAGGERT ST,39.9765276721417,-75.1261842198849,GARAGE,F,L
31.0,6.0,2204 ARAMINGO AVE,39.974371313428,-75.1228043666679,DERKA'S AUTOMOTIVE,M,L
31.0,7.0,EDGEMONT & HUNTINGDON STS,39.9767449109802,-75.1167329538134,MARITIME ACADEMY CHARTER,M,N
31.0,8.0,2463 EMERALD ST,39.9847634016709,-75.1284466358666,KENSINGTON HIGH SCHOOL ANNEX,M,H
31.0,9.0,2463 EMERALD ST,39.9847634016709,-75.1284466358666,KENSINGTON HIGH SCHOOL ANNEX,M,H
31.0,10.0,2139 E CUMBERLAND ST,39.9823685794025,-75.1246013286777,ST MICHAELS LUTHERAN CHURCH,M,N
31.0,11.0,SERGEANT & JASPER STS,39.9871308182669,-75.1275908726595,H A BROWN SCHOOL,A,N
31.0,12.0,SERGEANT & JASPER STS,39.9871308182669,-75.1275908726595,H A BROWN SCHOOL,A,N
31.0,13.0,YORK & TRENTON STS,39.9813843406808,-75.1275805959364,HACKETT SCHOOL,M,N
31.0,14.0,2301 E CUMBERLAND ST,39.9810222654541,-75.1236145116144,OFFICE,R,N
31.0,15.0,2424 E YORK ST,39.9774530627422,-75.1246199836175,2424 STUDIOS,M,N
31.0,16.0,2364 E CUMBERLAND ST,39.9795390076993,-75.123004299454,BEACON PRESBYTERIAN CHURCH,R,N
31.0,17.0,BELGRADE & HUNTINGDON STS,39.978880480975,-75.1186113883722,FIREHOUSE,F,L
31.0,18.0,MEMPHIS & TUCKER STS,39.9822351837383,-75.1196537785776,ST ANNE'S SOCIAL HALL,R,N
31.0,19.0,ARAMINGO & LEHIGH AVES,39.981482855331,-75.1173551426878,CIONE RECREATION CENTER,M,N
32.0,1.0,28TH & OXFORD STS,39.98016841183,-75.1805923204452,W D KELLEY SCHOOL,M,L
32.0,2.0,22ND & NORRIS STS,39.9848918777806,-75.1699150724942,YOUNG SCHOLARS DOUGLASS SCHOOL,M,N
32.0,3.0,28TH & OXFORD STS,39.98016841183,-75.1805923204452,W D KELLEY SCHOOL,M,L
32.0,4.0,28TH & OXFORD STS,39.98016841183,-75.1805923204452,W D KELLEY SCHOOL,M,N
32.0,5.0,16TH & BERKS STS,39.9821294174258,-75.1604711423162,AMOS RECREATION CENTER,F,L
32.0,6.0,16TH & BERKS STS,39.9821294174258,-75.1604711423162,AMOS RECREATION CENTER,F,L
32.0,7.0,16TH & DIAMOND STS,39.9851493734347,-75.1598121192007,DUCKREY SCHOOL,F,N
32.0,8.0,16TH & BERKS STS,39.9821294174258,-75.1604711423162,AMOS RECREATION CENTER,F,L
32.0,9.0,17TH & NORRIS STS,39.9838256319026,-75.161719526221,CARVER SCHOOL ENGINR & SCIENCE,F,L
32.0,10.0,3226 CLIFFORD ST,39.9830612982269,-75.187571394144,VERNON MARKS HOUSE,M,L
32.0,11.0,17TH & NORRIS STS,39.9838256319026,-75.161719526221,CARVER SCHOOL ENGINR & SCIENCE,F,L
32.0,12.0,2121 GRATZ ST,39.986297429283,-75.1633755503646,CHURCH OF THE ADVOCATE GYM,M,L
32.0,13.0,1924 N WOODSTOCK ST,39.9834512191906,-75.1676287870103,COMMUNITY CENTER,M,L
32.0,14.0,1924 N WOODSTOCK ST,39.9834512191906,-75.1676287870103,COMMUNITY CENTER,M,L
32.0,15.0,23RD & MONTGOMERY AVE,39.9821015380703,-75.1721618959372,OLD ST ELIZABETHS SCHOOL,F,L
32.0,16.0,23RD & MONTGOMERY AVE,39.9821015380703,-75.1721618959372,OLD ST ELIZABETHS SCHOOL,F,L
32.0,17.0,23RD & MONTGOMERY AVE,39.9821015380703,-75.1721618959372,OLD ST ELIZABETHS SCHOOL,F,L
32.0,18.0,2500 W NORRIS ST,39.9854059190162,-75.1757586284396,JOHNSON HOMES (PHA),M,L
32.0,19.0,2600 W SUSQUEHANNA AVE,39.9886658423281,-75.1767418506264,CLARA BALDWIN MANOR,B,L
32.0,20.0,29TH & GLENWOOD AVE,39.9833147210353,-75.1815798124668,GIDEON SCHOOL,M,N
32.0,21.0,30TH & BERKS STS,39.9850275767203,-75.1828712988655,BLAINE SCHOOL,M,L
32.0,22.0,32ND & RIDGE AVE,39.9905952022719,-75.1849277204065,STRAWBERRY MANSION SCHOOL,F,L
32.0,23.0,30TH & BERKS STS,39.9850275767203,-75.1828712988655,BLAINE SCHOOL,M,L
32.0,24.0,30TH & BERKS STS,39.9850275767203,-75.1828712988655,BLAINE SCHOOL,M,L
32.0,25.0,30TH & BERKS STS,39.9850275767203,-75.1828712988655,BLAINE SCHOOL,M,L
32.0,26.0,33RD & DIAMOND STS,39.9886664327649,-75.1870603769418,MANDER RECREATION CENTER,F,N
32.0,27.0,33RD & DIAMOND STS,39.9886664327649,-75.1870603769418,MANDER RECREATION CENTER,F,N
32.0,28.0,2500 W NORRIS ST,39.9854059190162,-75.1757586284396,JOHNSON HOMES (PHA),M,L
32.0,29.0,25TH & DIAMOND STS,39.9870253170008,-75.1743620952228,HANK GATHERS RECREATION CTR,M,N
32.0,30.0,29TH & GLENWOOD AVE,39.9833147210353,-75.1815798124668,GIDEON SCHOOL,M,L
