Ward,Division,Address,latitude,longitude,Name,Building Accessibility,Parking Accessibility
1.0,1.0,1501 S 10TH ST,39.9305452218496,-75.1609632832955,ANNUNCIATION CHURCH,B,N
1.0,2.0,1501 S 10TH ST,39.9305452218496,-75.1609632832955,ANNUNCIATION CHURCH,B,N
1.0,3.0,1430 E PASSYUNK AVE,39.9318945757415,-75.1623423868193,SO PHILA OLDER ADULT CENTER,F,L
1.0,4.0,1736 S 10TH ST,39.9275420232936,-75.1619974496777,SS NEUMANN GORETTI HIGH SCHOOL,A,L
1.0,5.0,1815 S 08TH ST,39.9262098375869,-75.1588205375956,GARAGE,B,N
1.0,6.0,3RD & MIFFLIN STS,39.9243062922007,-75.1501019582784,FURNESS SCHOOL,A,N
1.0,7.0,6TH & SNYDER AVE,39.9226896011199,-75.1566276525568,FORD RECREATION CENTER,F,N
1.0,8.0,1736 S 10TH ST,39.9275420232936,-75.1619974496777,SS NEUMANN GORETTI HIGH SCHOOL,B,L
1.0,9.0,1501 S 10TH ST,39.9305452218496,-75.1609632832955,ANNUNCIATION CHURCH,B,N
1.0,10.0,1430 E PASSYUNK AVE,39.9318945757415,-75.1623423868193,SO PHILA OLDER ADULT CENTER,F,L
1.0,11.0,1200 WHARTON ST,39.9331551189469,-75.1647773084023,COLUMBUS SQUARE REC CENTER,F,N
1.0,12.0,641 REED ST,39.9315177696693,-75.1558749029891,CHOBERT DECORATORS GARAGE,M,N
1.0,13.0,410 WHARTON ST,39.9319217910824,-75.1517641616867,MT MORIAH CHURCH,M,N
1.0,14.0,4TH & TASKER STS,39.9283379002628,-75.1521315571668,DICKINSON SQUARE REC CENTER,F,L
1.0,15.0,4TH & TASKER STS,39.9283379002628,-75.1521315571668,DICKINSON SQUARE REC CENTER,F,L
1.0,16.0,410 WHARTON ST,39.9319217910824,-75.1517641616867,MT MORIAH CHURCH,M,N
1.0,17.0,250 REED ST,39.9305279776558,-75.1497111216902,HERRON RECREATION CENTER,M,N
1.0,18.0,1728 S 02ND ST,39.9258784595354,-75.1497622002173,OREGON NEW YEARS ASSOC,F,N
1.0,19.0,250 REED ST,39.9305279776558,-75.1497111216902,HERRON RECREATION CENTER,M,N
1.0,20.0,1200 WHARTON ST,39.9331551189469,-75.1647773084023,COLUMBUS SQUARE REC CENTER,F,N
1.0,21.0,1728 S 2ND ST,39.9258784595354,-75.1497622002173,OREGON NEW YEARS ASSOC,F,N
2.0,1.0,1100 S 02ND ST,39.9336418129025,-75.1473373563129,MUMMERS MUSEUM,B,N
2.0,2.0,240 WASHINGTON AVE,39.9337643592323,-75.1490894808459,FIRE ENGINE CO # 03,B,L
2.0,3.0,612-32 WASHINGTON AVE,39.9345337832603,-75.1546859705342,SAIGON MAXIM RESTAURANT,M,L
2.0,4.0,612-32 WASHINGTON AVE,39.9345337832603,-75.1546859705342,SAIGON MAXIM RESTAURANT,M,L
2.0,5.0,1013 ELLSWORTH ST,39.9358081197865,-75.1606414969698,ST MARONS CHURCH,M,L
2.0,6.0,1200 WHARTON ST,39.9331551189469,-75.1647773084023,COLUMBUS SQUARE REC CENTER,F,N
2.0,7.0,1013 ELLSWORTH ST,39.9358081197865,-75.1606414969698,ST MARONS CHURCH,M,L
2.0,8.0,1013 ELLSWORTH ST,39.9358081197865,-75.1606414969698,ST MARONS CHURCH,M,L
2.0,9.0,11TH & CATHARINE STS,39.9401341157696,-75.1607596004517,ACADEMY AT PALUMBO SCHOOL,M,N
2.0,10.0,1013 ELLSWORTH ST,39.9358081197865,-75.1606414969698,ST MARONS CHURCH,M,L
2.0,11.0,928 S 7TH ST,39.9372293737391,-75.1552359072049,SANTORE (SOUTHWARK) LIBRARY,A,N
2.0,12.0,612-32 WASHINGTON AVE,39.9345337832603,-75.1546859705342,SAIGON MAXIM RESTAURANT,M,L
2.0,13.0,1021 S 04TH ST,39.9353424011422,-75.1505572983623,ACTIVITIES CTR @ THE TOWER,F,L
2.0,14.0,1021 S 04TH ST,39.9353424011422,-75.1505572983623,ACTIVITIES CTR @ THE TOWER,F,L
2.0,15.0,242 FITZWATER ST,39.9385418157085,-75.1475865900654,ST STANISLAUS PARISH HALL,M,L
2.0,16.0,400 CATHARINE ST,39.9382222888566,-75.1499474454681,WECCACOE RECREATION CENTER,M,N
2.0,17.0,719 CATHARINE ST,39.9392209894304,-75.1552597615558,FLEISHER ART MEMORIAL,R,L
2.0,18.0,9TH & BAINBRIDGE STS,39.9417384333802,-75.1572531368761,PALUMBO RECREATION CENTER,F,N
2.0,19.0,11TH & CATHARINE STS,39.9401341157696,-75.1607596004517,ACADEMY AT PALUMBO SCHOOL,M,N
2.0,20.0,711 S BROAD ST,39.9425283547533,-75.1653911944821,FIREHOUSE,M,N
2.0,21.0,711 S BROAD ST,39.9425283547533,-75.1653911944821,FIREHOUSE,M,N
2.0,22.0,9TH & BAINBRIDGE STS,39.9417384333802,-75.1572531368761,PALUMBO RECREATION CENTER,F,N
2.0,23.0,9TH & BAINBRIDGE STS,39.9417384333802,-75.1572531368761,PALUMBO RECREATION CENTER,F,N
2.0,24.0,719 CATHARINE ST,39.9392209894304,-75.1552597615558,FLEISHER ART MEMORIAL,R,L
2.0,25.0,707 E PASSYUNK AVE,39.9404330720692,-75.1508143848112,WALLPAPER STORE,R,N
2.0,26.0,242 FITZWATER ST,39.9385418157085,-75.1475865900654,ST STANISLAUS PARISH HALL,M,L
2.0,27.0,242 FITZWATER ST,39.9385418157085,-75.1475865900654,ST STANISLAUS PARISH HALL,M,L
3.0,1.0,143 S 60TH ST,39.959296445297,-75.2410670500311,BABYS SALON,M,N
3.0,2.0,6224 MARKET ST,39.9622389537135,-75.245651407176,MEMORIAL GOSPEL CHURCH,R,L
3.0,3.0,6212 WALNUT ST,39.9589068324784,-75.2463630605933,CARE PAVILION,A,L
3.0,4.0,6212 WALNUT ST,39.9589068324784,-75.2463630605933,CARE PAVILION,A,L
3.0,5.0,5843 SPRUCE ST,39.9564704058606,-75.2391765928467,TABERNACLE LUTHERAN CHURCH,M,N
3.0,6.0,286 S 62ND ST,39.95735706587,-75.246070447689,GARAGE/OFFICE,R,N
3.0,7.0,5843 SPRUCE ST,39.9564704058606,-75.2391765928467,TABERNACLE LUTHERAN CHURCH,M,N
3.0,8.0,6150 CEDAR AVE,39.9526692805454,-75.2465750528941,CHRISTIAN COMPASSION CDC,F,L
3.0,9.0,6150 CEDAR AVE,39.9526692805454,-75.2465750528941,CHRISTIAN COMPASSION CDC,F,L
3.0,10.0,520 S 61ST ST,39.9532035918581,-75.245010265871,ST GEORGE ST BARNABAS CHURCH,M,L
3.0,11.0,61ST & COBBS CREEK PKWY,39.9465611222358,-75.2460001665393,ANDERSON SCHOOL,F,L
3.0,12.0,60TH & CEDAR AVE,39.9524335641187,-75.2427548479932,BRYANT SCHOOL,M,L
3.0,13.0,60TH & CEDAR AVE,39.9524335641187,-75.2427548479932,BRYANT SCHOOL,M,L
3.0,14.0,60TH & CEDAR AVE,39.9524335641187,-75.2427548479932,BRYANT SCHOOL,M,L
3.0,15.0,61ST & COBBS CREEK PKWY,39.9465611222358,-75.2460001665393,ANDERSON SCHOOL,F,L
3.0,16.0,61ST & COBBS CREEK PKWY,39.9465611222358,-75.2460001665393,ANDERSON SCHOOL,F,L
3.0,17.0,59TH & BALTIMORE AVE,39.9452987995869,-75.2417718656893,BLANCHE NIXON LIBRARY,F,L
3.0,18.0,59TH & BALTIMORE AVE,39.9452987995869,-75.2417718656893,TURNER SCHOOL,F,L
3.0,19.0,5841 CATHARINE ST,39.950785646526,-75.2403036921365,SHARON COMMUNITY CENTER,F,L
3.0,20.0,58TH & WILLOWS AVE,39.9402930418165,-75.2336331558821,LONGSTRETH SCHOOL,F,L
3.0,21.0,58TH & KINGSESSING AVE,39.9346625610584,-75.2272522951339,FRANCIS MYERS REC CENTER,A,L
3.0,22.0,58TH & WILLOWS AVE,39.9402930418165,-75.2336331558821,LONGSTRETH SCHOOL,F,L
4.0,1.0,5501 MARKET ST,39.9616467461064,-75.231644230199,SALVATION ARMY,M,L
4.0,2.0,5620 WYALUSING AVE,39.9684269741874,-75.2328847886031,CAMPHOR MEMORIAL U M CHURCH,F,L
4.0,3.0,5620 WYALUSING AVE,39.9684269741874,-75.2328847886031,CAMPHOR MEMORIAL U M CHURCH,F,L
4.0,4.0,53RD & MEDIA STS,39.975616855977,-75.2279457013354,CONESTOGA COMM REC CENTER,F,L
4.0,5.0,54TH & LANSDOWNE AVE,39.9770706917142,-75.2298560608759,HESTON SCHOOL,R,N
4.0,6.0,59TH & OXFORD STS,39.9804253578001,-75.2393797209878,OVERBROOK HIGH SCHOOL,B,L
4.0,7.0,5501 MARKET ST,39.9616467461064,-75.231644230199,SALVATION ARMY,M,L
4.0,8.0,5600 RACE ST,39.9637521321982,-75.2328509997932,MAHLON LEWIS APTS,M,L
4.0,9.0,659 N 56TH ST,39.9702359296282,-75.2322216895444,CHURCH PROPERTY,M,N
4.0,10.0,58TH & MEDIA STS,39.9747489125278,-75.2365200843145,UNIVERSAL BLUFORD CHARTER,M,N
4.0,11.0,1540-52 N 56TH ST,39.9761440039211,-75.2338909985647,TRUTH MEMORIAL CHURCH,F,L
4.0,12.0,5732 RACE ST,39.9640382424809,-75.2351280924329,MT CARMEL BAPTIST CHURCH,F,N
4.0,13.0,230 N 57TH ST,39.9654878313475,-75.2343570567051,ST MATTHEWS MANOR,F,L
4.0,14.0,5543 HAVERFORD AVE,39.9674214833035,-75.2311160682936,HAVERFORD BRANCH LIBRARY,F,N
4.0,15.0,5543 HAVERFORD AVE,39.9674214833035,-75.2311160682936,HAVERFORD BRANCH LIBRARY,F,N
4.0,16.0,58TH & MEDIA STS,39.9747489125278,-75.2365200843145,UNIVERSAL BLUFORD CHARTER,M,N
4.0,17.0,58TH & MEDIA STS,39.9747489125278,-75.2365200843145,UNIVERSAL BLUFORD CHARTER,M,N
4.0,18.0,1536 N 59TH ST,39.975443035,-75.2388750570446,SWEET UNION BAPTIST CHURCH,M,N
4.0,19.0,59TH & RACE STS,39.9648118606725,-75.2381370276923,BARRY SCHOOL,M,N
4.0,20.0,59TH & RACE STS,39.9648118606725,-75.2381370276923,BARRY SCHOOL,M,N
4.0,21.0,59TH & OXFORD STS,39.9804253578001,-75.2393797209878,OVERBROOK HIGH SCHOOL,B,L
5.0,1.0,261 ST JAMES PLACE,39.9460600031819,-75.1461111553627,SOCIETY HILL TOWERS COMM ROOM,F,N
5.0,2.0,401 LOMBARD ST,39.9429255752094,-75.1493097165308,OLD PINE ST COMM CENTER,M,N
5.0,3.0,6TH & WASHINGTON SQ,39.9461053950912,-75.1514440069042,HOPKINSON HOUSE,B,L
5.0,4.0,6TH & LOMBARD STS,39.9430258014322,-75.1521189761028,STARR GARDEN RECREATION CENTER,F,N
5.0,5.0,256 S 08TH ST,39.9461681646393,-75.1549730770445,GREEK ORTHODOX CHURCH,R,N
5.0,6.0,1020 LOCUST STREET,39.9471320714971,-75.1584937089142,THOMAS JEFFERSON ALUMNI HALL,F,N
5.0,7.0,1138 PINE ST,39.9448827781396,-75.1611663073711,PINE ST PIZZA,R,N
5.0,8.0,10TH & LOMBARD STS,39.9438156657832,-75.1584155233144,SEGER RECREATION CENTER,F,N
5.0,9.0,330 S 13TH ST,39.9458863415639,-75.1631654451825,CHURCH OF ST LUKE AND EPIPHANY,F,N
5.0,10.0,3  N CHRIS COLUMBUS BLVD,39.9509689664764,-75.1399738960545,PIER 3 PENNS LANDING,M,L
5.0,11.0,950 WALNUT ST,39.948108494882,-75.1567365986383,BARRINGER RESIDENCE LOUNGE,F,L
5.0,12.0,1020 LOCUST ST,39.9471320714971,-75.1584937089142,THOM JEFFERSON ALUMNI HALL,F,N
5.0,13.0,225 N 10TH ST,39.9560962534133,-75.1557197341361,CHINESE CHURCH & CHRISTIAN CTR,M,N
5.0,14.0,401 S BROAD STREET,39.9452394392713,-75.1646815118356,UNIVERSITY OF THE ARTS BLDG,A,N
5.0,15.0,4TH & GEORGE STS,39.9679439591116,-75.1435242814403,BODINE H.S. FOR INTNTL AFFAIRS,A,N
5.0,16.0,330 RACE ST,39.9538851151833,-75.1461174871933,OLD FIRST REFORMED CHURCH,R,N
5.0,17.0,4TH & GEORGE STS,39.9679439591116,-75.1435242814403,BODINE H.S. FOR INTNTL AFFAIRS,A,N
5.0,18.0,409 S 2ND ST,39.9428361557962,-75.1448853333687,SOCIETY HILL DANCE ACADEMY,N,N
5.0,19.0,7TH & DELANCEY STS,39.944737791719,-75.1533657229185,MC CALL SCHOOL,M,N
5.0,20.0,600 W GIRARD AVE,39.9701111175018,-75.1468768430744,RODRIGUEZ BRANCH LIBRARY,B,N
5.0,21.0,700 N 3RD ST,39.9625176525787,-75.1432526458637,NORTHERN LIBERTIES ASSOC,A,N
5.0,22.0,509 S BROAD ST,39.9441852561867,-75.1649428330518,PHILADELPHIA SENIOR CENTER,F,N
5.0,23.0,725 N 06TH ST,39.9641751216242,-75.1474290843531,URBAN DEFENSE FITNESS CENTER,M,N
5.0,24.0,225 N 10TH ST,39.9560962534133,-75.1557197341361,CHINESE CHURCH & CHRISTIAN CTR,M,N
5.0,25.0,1023 CALLOWHILL ST,39.9590661893586,-75.1561256271612,F.A.C.T.CHARTER SCHOOL,B,N
5.0,26.0,330 RACE ST,39.9538851151833,-75.1461174871933,OLD FIRST REFORMED CHURCH,R,N
5.0,27.0,230 VINE ST,39.9555016175201,-75.1438929632963,THE PAINTED BRIDE,B,N
5.0,28.0,330 S 13TH ST,39.9458863415639,-75.1631654451825,CHURCH OF ST LUKE AND EPIPHANY,F,N
5.0,29.0,1315 SPRUCE ST,39.9471008446414,-75.1633154580622,WILLIAM WAY COMM CENTER,B,N
6.0,1.0,43RD & MARKET STS,39.957916807441,-75.2081287310197,FIRE ENGINE CO # 05,M,L
6.0,2.0,4400 FAIRMOUNT AVE,39.9638668603126,-75.2115080003941,ANGELA COURT NURSING HOME,F,H
6.0,3.0,642 N 41ST ST,39.9636706885134,-75.2061226401844,SHEPARD SENIOR CENTER,F,L
6.0,4.0,4445 HOLDEN ST,39.959763977866,-75.2106406388608,WEST PARK HOMES (PHA),F,L
6.0,5.0,642 N 41ST ST,39.9636706885134,-75.2061226401844,SHEPARD SENIOR CENTER,F,L
6.0,6.0,46TH & HAVERFORD AVE,39.9625781002085,-75.2130617891257,LOCKE SCHOOL,F,L
6.0,7.0,642 N 41ST ST,39.9636706885134,-75.2061226401844,SHEPARD SENIOR CENTER,F,L
6.0,8.0,4400 ASPEN ST,39.9654372379862,-75.2111138297415,MARTHA WASHINGTON SCHOOL,M,L
6.0,9.0,4035 PARRISH ST,39.968453167508,-75.204073279337,SARAH ALLEN SENIOR HOUSING,F,H
6.0,10.0,43RD & WESTMINSTER ST,39.9698053487562,-75.2101383649593,PHILA LEARNING INSTITUTE SOUTH,M,L
6.0,11.0,4035 PARRISH ST,39.968453167508,-75.204073279337,SARAH ALLEN SENIOR HOUSING,F,H
6.0,12.0,4400 ASPEN ST,39.9654372379862,-75.2111138297415,MARTHA WASHINGTON SCHOOL,M,L
6.0,13.0,43RD & WESTMINSTER ST,39.9698053487562,-75.2101383649593,PHILA LEARNING CENTER SOUTH,M,L
6.0,14.0,4159 W GIRARD AVE,39.9739462604155,-75.2096749622119,1ST AFRICAN PRESBYTER CHURCH,M,L
6.0,15.0,40TH ST & PARKSIDE AVE,39.9744185335275,-75.2043623069866,SCHOOL OF THE FUTURE,F,H
6.0,16.0,4435 PARRISH ST,39.9681149306946,-75.2123593352464,JAMESON COURT,F,L
6.0,17.0,BELMONT AVE & VIOLA ST,39.9765466860431,-75.2131227278229,FIRE ENGINE CO # 16,M,L
6.0,18.0,1030 BELMONT AVE,39.9726197458381,-75.2125265675411,STEPHEN SMITH TOWERS,M,H
7.0,1.0,216 W SOMERSET ST,39.9929444575278,-75.1354183581946,CONGRESO DE LATINOS,M,N
7.0,2.0,216 W SOMERSET ST,39.9929444575278,-75.1354183581946,CONGRESO DE LATINOS,M,N
7.0,3.0,216 W SOMERSET ST,39.9929444575278,-75.1354183581946,CONGRESO DE LATINOS,M,N
7.0,4.0,3150 N MASCHER ST,39.998192638968,-75.1316811205488,SALVATION ARMY,F,N
7.0,5.0,167 W ALLEGHENY AVE,39.9990193466747,-75.1307208060991,VILLAS DEL CARIBE,F,H
7.0,6.0,HOWARD & ONTARIO STS,40.00176360375,-75.1296507190017,SCHMIDT RECREATION CENTER,R,L
7.0,7.0,122 W ERIE AVE,40.0067758166862,-75.1291930257138,ROBERTO CLEMENTE SCHOOL,B,L
7.0,8.0,4261 N 05TH ST,40.0158690177971,-75.1341353455662,NUEVA ESPERANZA BUILDING,F,N
7.0,9.0,4261 N 05TH ST,40.0158690177971,-75.1341353455662,NUEVA ESPERANZA BUILDING,F,N
7.0,10.0,D & CLEARFIELD STS,39.995921395554,-75.1216178962573,ELKIN SCHOOL,M,L
7.0,11.0,B & ALLEGHENY AVE,39.9980449968496,-75.1253813517128,ASPIRA STETSON CHARTER SCHOOL,R,N
7.0,12.0,HOWARD & ONTARIO STS,40.00176360375,-75.1296507190017,CRAMP SCHOOL,M,N
7.0,13.0,200 E SOMERSET ST,39.9917665483349,-75.1279656149829,SOMERSET VILLAS,F,H
7.0,14.0,3255 N FRONT ST,39.9997741489728,-75.1286562496235,STOREFRONT,M,N
7.0,15.0,B & ALLEGHENY AVE,39.9980449968496,-75.1253813517128,ASPIRA STETSON CHARTER SCHOOL,R,N
7.0,16.0,D & CLEARFIELD STS,39.995921395554,-75.1216178962573,ELKIN SCHOOL,M,L
7.0,17.0,200 E SOMERSET ST,39.9917665483349,-75.1279656149829,SOMERSET VILLAS,F,H
7.0,18.0,B & ALLEGHENY AVE,39.9980449968496,-75.1253813517128,ASPIRA STETSON CHARTER SCHOOL,R,N
7.0,19.0,B & ALLEGHENY AVE,39.9980449968496,-75.1253813517128,ASPIRA STETSON CHARTER SCHOOL,R,N
7.0,20.0,2937 BOUDINOT @HART LA,39.9940223741496,-75.1230093756003,FIRE ENGINE CO # 25,F,N
7.0,21.0,D & CLEARFIELD STS,39.995921395554,-75.1216178962573,ELKIN SCHOOL,M,L
7.0,22.0,D & CLEARFIELD STS,39.995921395554,-75.1216178962573,ELKIN SCHOOL,M,L
7.0,23.0,2937 BOUDINOT @HART LA,39.9940223741496,-75.1230093756003,FIRE ENGINE CO # 25,F,N
8.0,1.0,2212 SPRUCE ST,39.9484305197513,-75.1782370037034,TRINITY MEMORIAL CHURCH,B,N
8.0,2.0,2212 SPRUCE ST,39.9484305197513,-75.1782370037034,TRINITY MEMORIAL CHURCH,B,N
8.0,3.0,1800 LOMBARD ST,39.9450441297951,-75.1725992509694,PENN MEDICINE,F,H
8.0,4.0,1800 LOMBARD ST,39.9450441297951,-75.1725992509694,PENN MEDICINE,F,H
8.0,5.0,1701 LOCUST ST,39.949144369459,-75.1695463167629,THE WARWICK HOTEL,B,N
8.0,6.0,1701 LOCUST ST,39.949144369459,-75.1695463167629,THE WARWICK HOTEL,B,N
8.0,7.0,22 S 22ND ST,39.953380166503,-75.177171818668,SIDNEY HILLMAN APTS,F,L
8.0,8.0,2111 SANSOM ST,39.9516251187073,-75.1762114743917,HOLY COMMUNION LUTHERAN CHURCH,M,N
8.0,9.0,22 S 22ND ST,39.953380166503,-75.177171818668,SIDNEY HILLMAN APTS,F,L
8.0,10.0,2111 SANSOM ST,39.9516251187073,-75.1762114743917,HOLY COMMUNION LUTHERAN CHURCH,M,N
8.0,11.0,1701 LOCUST ST,39.949144369459,-75.1695463167629,THE WARWICK HOTEL,B,N
8.0,12.0,2111 SANSOM ST,39.9516251187073,-75.1762114743917,HOLY COMMUNION LUTHERAN CHURCH,M,N
8.0,13.0,22ND & CHESTNUT STS,39.9524950631387,-75.1770020481116,GREENFIELD SCHOOL,M,N
8.0,14.0,BROAD & LOMBARD STS,39.9446656016273,-75.1653414017718,DISTRICT 01 HEALTH CENTER,F,N
8.0,15.0,1600 ARCH STREET,39.9545794763524,-75.1669918071635,THE PHOENIX APTS,M,L
8.0,16.0,1919 CHESTNUT ST,39.9524325434642,-75.1723939235583,WILLIAM PENN HOUSE,F,L
8.0,17.0,1801 JOHN F KENNEDY BLVD,39.9545681086748,-75.1705143720767,STERLING HOUSE APTS LOBBY,F,H
8.0,18.0,1900 JOHN F KENNEDY BLVD,39.9542544703039,-75.1721999076191,PENN CENTER HOUSE APTS,M,L
8.0,19.0,150 N 20TH ST,39.957018814901,-75.1727587931734,ATRIA SENIOR HOME,F,N
8.0,20.0,1701 LOCUST ST,39.949144369459,-75.1695463167629,THE WARWICK HOTEL,B,N
8.0,21.0,1420 LOCUST ST,39.9479420110882,-75.1659096182156,ACADEMY HOUSE CONDOMINIUMS,M,L
8.0,22.0,2200 BEN FRANKLIN PKWY,39.9609757742028,-75.1752412170056,PARK TOWNE PLACE SOUTH BLDG,F,L
8.0,23.0,158 N 23RD ST,39.9575357331463,-75.1771005042964,RIVERSIDE PRESBYTERIAN APTS,M,N
8.0,24.0,2201 PENNSYLVANIA AVE,39.9636670698682,-75.1749370653843,PARKWAY HOUSE,M,L
8.0,25.0,2 FRANKLIN TOWN BLVD,39.9599364677747,-75.1681656955526,THE WATERMARK,F,H
8.0,26.0,15TH & GREEN STS,39.96399765909,-75.1628022532214,BEN FRANKLIN HIGH SCHOOL,F,N
8.0,27.0,2400 CHESTNUT ST,39.9524709582583,-75.1797362433831,2400 CHESTNUT ST BLDG,F,H
8.0,28.0,TANEY & PINE STS,39.9478049222549,-75.1832469771172,MARKWARD RECREATION CENTER,F,L
8.0,29.0,1901 J F KENNEDY BLVD,39.9547819706838,-75.1720871124033,KENNEDY HOUSE APTS,F,L
8.0,30.0,17TH ST-SOUTH OF SPRING GA,39.915476747739,-75.1760190882744,RDEN  COMMUNITY COLLEGE-WINNET BLDG,F,H
9.0,1.0,ARDLEIGH & GOWEN STS,40.0664986750713,-75.1889224858231,GRACE EPIPHANY CHURCH,M,L
9.0,2.0,ARDLEIGH & GOWEN STS,40.0664986750713,-75.1889224858231,GRACE EPIPHANY CHURCH,M,L
9.0,3.0,ARDLEIGH & GOWEN STS,40.0664986750713,-75.1889224858231,GRACE EPIPHANY CHURCH,M,L
9.0,4.0,20 E MERMAID LANE,40.0690867181179,-75.1951452314833,CHESTNUT HILL FRIENDS MEETING,F,H
9.0,5.0,HARTWELL & ARDLEIGH STS,40.0744751737504,-75.2013806147614,WATERTOWER RECREATION CENTER,N,L
9.0,6.0,8711 GERMANTOWN AVE,40.0778743031939,-75.2093714777287,CHESTNUT HILL LIBRARY,A,L
9.0,7.0,22 E CHESTNUT HILL AVE,40.0790854217794,-75.2088756542224,ST PAULS EPISCOPAL CHURCH,M,L
9.0,8.0,22 E CHESTNUT HILL AVE,40.0790854217794,-75.2088756542224,ST PAULS EPISCOPAL CHURCH,M,L
9.0,9.0,101 W HIGHLAND AVE,40.0746370569331,-75.2081557693332,FIRE ENGINE CO # 37,M,L
9.0,10.0,8000 ST MARTINS LANE,40.0652970734526,-75.2069151903937,ST MARTIN IN THE FIELDS CHURCH,M,L
9.0,11.0,8000 ST MARTINS LANE,40.0652970734526,-75.2069151903937,ST MARTIN IN THE FIELDS CHURCH,M,L
9.0,12.0,7301 GERMANTOWN AVE,40.061810087978,-75.1911160235967,LUTHERAN THEOLOGICAL SEMINARY,M,L
9.0,13.0,200 W ALLENS LA @ CRESHEIM,40.0576903607707,-75.195420732885,RD   ALLENS LANE TRAIN STATION,B,L
9.0,14.0,601 W ALLENS LANE,40.0518634308725,-75.2029946050051,ALLENS LANE ART CENTER,F,L
9.0,15.0,601 W ALLENS LANE,40.0518634308725,-75.2029946050051,ALLENS LANE ART CENTER,F,L
9.0,16.0,7800 B STENTON AVE,40.0751786858174,-75.1929567412539,CHESTNUT HILL APARTMENTS,M,L
9.0,17.0,7600 STENTON AVE,40.0715549263793,-75.1907948551762,CHESTNUT HILL TOWERS,B,L
10.0,1.0,1807 PENFIELD ST,40.0663627976968,-75.1456172644426,GARAGE,R,N
10.0,2.0,1962 PENFIELD ST,40.066553043525,-75.1492880572197,BEAUTY SALON,M,N
10.0,3.0,7400 BRIAR ROAD,40.0674064699415,-75.1546027551171,CROSS CUTZ SALON,R,N
10.0,4.0,7200 N 21ST ST,40.0644356083759,-75.1525646832675,CONCERNED BLACK MENS OFFICE,M,N
10.0,5.0,7105 LIMEKILN PIKE,40.0612479449308,-75.1544990996223,ST ATHANASIUS SCHOOL,R,L
10.0,6.0,WALNUT LANE & WOOLSTON ST,40.0612350644319,-75.1564201155504,SIMONS REC CENTER,M,H
10.0,7.0,6700 N BROAD ST,40.0553861860519,-75.1416392255427,PILGRIM WESLEYAN CHURCH,B,N
10.0,8.0,6657 OGONTZ AVE,40.0560558206429,-75.1491293663644,BARBER SHOP,M,N
10.0,9.0,6735 N 16TH ST,40.0564971286637,-75.1440017565934,GRACE TEMPLE BAPT CHURCH,N,L
10.0,10.0,6735 N 16TH ST,40.0564971286637,-75.1440017565934,GRACE TEMPLE BAPT CHURCH,N,L
10.0,11.0,6700 N BROAD ST,40.0553861860519,-75.1416392255427,PILGRIM WESLEYAN CHURCH,B,N
10.0,12.0,19TH & HAINES STS,40.058433860009,-75.1492198343371,ROWEN SCHOOL,M,L
10.0,13.0,WASHINGTON LA & LIMEKILN P,40.0669572444378,-75.1582932430052,K     WEST OAK LANE LIBRARY,M,L
10.0,14.0,1901 72ND AVE,40.0640660880751,-75.1476427182694,WRIGHTS BARBERSHOP,R,N
10.0,15.0,7200 N 21ST ST,40.0644356083759,-75.1525646832675,CONCERNED BLACK MENS OFFICE,M,L
10.0,16.0,2116 E HAINES ST,40.0562708373554,-75.1569407951588,ARISE ACADEMY CHARTER H.S.,B,L
10.0,17.0,19TH & HAINES STS,40.058433860009,-75.1492198343371,ROWEN SCHOOL,M,L
10.0,18.0,WALNUT LANE & WOOLSTON ST,40.0612350644319,-75.1564201155504,SIMONS REC CENTER,M,H
10.0,19.0,WALNUT LANE & WOOLSTON ST,40.0612350644319,-75.1564201155504,SIMONS REC CENTER,M,H
10.0,20.0,6600 C LIMEKILN PIKE,40.0549866538156,-75.1530979880737,DAYCARE,M,N
10.0,21.0,19TH & HAINES STS,40.058433860009,-75.1492198343371,ROWEN SCHOOL,M,L
10.0,22.0,7105 LIMEKILN PIKE,40.0612479449308,-75.1544990996223,ST ATHANASIUS SCHOOL,R,L
10.0,23.0,LOWBER & MAYLAND STS,40.0627323175315,-75.1612342685946,CONGREGATION TEMPLE BETHEL,F,L
10.0,24.0,WALNUT LANE & WOOLSTON ST,40.0612350644319,-75.1564201155504,SIMONS REC CENTER,M,H
10.0,25.0,WALNUT LANE & WOOLSTON ST,40.0612350644319,-75.1564201155504,SIMONS REC CENTER,M,H
10.0,26.0,7163 STENTON AVE,40.0593840705697,-75.1644488080565,STOREFRONT,M,N
10.0,27.0,2116 E HAINES ST,40.0562708373554,-75.1569407951588,ARISE ACADEMY CHARTER H S,B,L
10.0,28.0,7163 STENTON AVE,40.0593840705697,-75.1644488080565,STOREFRONT,M,N
10.0,29.0,UPSAL & MANSFIELD STS,40.0635410496742,-75.1698300691757,FINLEY RECREATION CENTER,M,L
11.0,1.0,1701 W LEHIGH AVE,39.9949909318075,-75.1602735632235,OFFICE,B,L
11.0,2.0,22ND & SOMERSET STS,39.9971984473335,-75.1672163164337,NORTH PHILA MUNICIPAL BUILDING,M,N
11.0,3.0,SYDENHAM & CLEARFIELD ST,40.0003204825976,-75.1556877594357,HERITAGE PARK REC CENTER,M,N
11.0,4.0,3600 N BROAD ST,40.0079134512126,-75.1519379588019,ZION BAPTIST CHURCH,M,L
